Topic,Review_Raw,Tokens,Representative_document
0,"염색약이 두피에 자극을 적게 주어 마음 편히 사용할 수 있었습니다. 염색 후 머리카락 색상이 자연스럽고 깊이감 있게 표현되어 만족스러웠습니다.

검은콩 성분 덕분인지 염색 후에도 두피가 편안했고, 가려움이나 붉어짐 같은 불편함이 없었습니다. 염색약 특유의 자극적인 냄새가 강하지 않아 사용이 더욱 쾌적했습니다.

컬러는 6.0 브라운으로, 너무 밝지도 어둡지도 않은 중간 톤이라 나에게 잘 어울렸습니다. 머리결 손상도 크게 느껴지지 않아 염색 후에도 모발이 건강한 느낌을 유지했습니다.",염색약 두피 자극 염색 머리카락 색상 자연 깊이 표현 성분 덕분 염색 두피 편안 불편 염색약 특유 자극 냄새 강하다 컬러 브라운 중간 머리 손상 염색 모발 건강 유지,True
-1,"잘 받았습니다 
잘 사용하고 있습니다 재구매 의사 있습니다",의사,True
38,려 헤어쿠션 5.0자연갈색 헤어라인을 자연스럽게,헤어 쿠션 갈색 헤어 라인 자연,True
3,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,빠르다,True
67,"괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음",괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다,True
38,려 헤어쿠션 팡팡 자연갈색 간편하게 힌머리 감춤,헤어 쿠션 갈색 머리,True
3,배송 정말 빠르고 좋아요~,빠르다,True
43,몇 통을 재구매중인지 모르겠어요 이럴꺼면 대용량 만들어주라 롱테이크야 .. 향수 전부 다 써봤는데 바질빼고는 다 좋아요 인생템입니다 너무 좋아요 진짜 모르는 사람 없게해야해요 아니다 나만 알고싶어 아무도 쓰지마 ㅠㅠ,용량 테이크 향수 바질 인생,True
73,"롱테이크 바디용품 향이 너무 좋았어요 ~~~~^^
ㅎㅎ ㅎㅎ 

롱테이크 바디용품 향이 너무 좋았어요!~~~^^

롱테이크 바디용품 향이 정말 좋네요!!!~~~ㅎㅎㅎㅎㅎ 

여행갈때 챙겨가면 여행이 배가 될듯 합니다.",테이크 바디 용품 테이크 바디 용품 테이크 바디 용품 여행 여행,True
62,"롱테이크 샌달우드 향수~~~계~~~~속 구입중입니다 
ㅋㅋㅋ ㅎㅎㅎㅎㅎ 
진짜 얼마나 많이 샀는지 몰라요!!~~~~

저는 3가지 향 모두 좋아요!
바디 헤어 향수 모두~~~구입했어요!!~~^^

남녀 상관없이 사용하기에 좋아요!",테이크 우드 향수 구입 바디 헤어 향수 구입 남녀,True
3,향이 오래가요 잔향조아서 재구매 의사 잇어요,의사,True
3,상품 잘 받았습니다 두가지 번갈아 가면서 뿌릴게요 다음에 다시 재구매 할게요,다음,True
61,"향이
너무 좋아요.여름에 뿌리기 띡 좋습니다",여름,True
-1,조아요 ~~~~~~~~~~~~~~~~~~~~~~~,조아,True
-1,조아요 ~~~~~~~~~~~~~~~~~~,조아,True
3,여행용으로 사용하려고 구매해서 아직 사용전이긴한데 향은 맘에 드네요,여행,True
3,향이 너무 좋아요 배송도 빠르고 너무 만족스러워요,빠르다,True
3,향도 좋은데 여행용으로 사용하기 좋아요~,여행,True
3,"화장품 살때마다
곁들여 주문허고 있어요
쟁여놓고 쓰고 있답니다",화장품,True
40,"샘플로 받아서 병원 입원할때 사용한 후부터 본품으로 사서 쭉 쓰고 있는데~~ 좋아요~~ 향도 좋고 머리카락도 좀 굵게 느껴져서~~^^ 본품으로 사용하지만 구매 금액 맞출때나 기프트 카드, 뷰티 포인트 소멸 임박하면 하나씩 사둬요~~^^",샘플 병원 입원 머리카락 금액 기프트 카드 뷰티 포인트 소멸 임박,True
3,여행용으로 샀는데 잘 쓸수 있울것같아요,여행,True
53,항상 쓰던제품이라 좋아요~ 여행갈때 잘 쓸 수 있을 것 같아요 !,여행,True
3,"생각보다 작긴하지만,여행용으로 잘 쓸게요",여행,True
73,"롱테이크 바디용품 향이 너무 좋았어요!~~
이번 여행에도 챙겨가서 잘 쓰고 왔네요~~^^

향이 좋아서 따로 향수 안 써도 될만큼 은은합니다~~~

롱테이크 바디용품 향이 정말 좋네요!!~~^^

롱테이크 바디용품 향이 너무 좋았어요 ~~",테이크 바디 용품 여행 향수 테이크 바디 용품 테이크 바디 용품,True
16,너무 좋아요 잘샀어요 감사합니다 주변에도 추천했는데 다 좋다고 하네요 향도 오래가고 좋아요 잘샀어요 또 주문할게요 ㅎㅎ 계속 주문할게요 감사합니다 더 많은 향기 만들어 주시면 감사하겠습니다 굿굿 좋아요 좋은하루 보내세요,감사 주변 감사 향기 감사 하루,True
41,"상품명: 샌달우드 인텐시브 3종 트라이얼 키트
주문일자: 2025.01.01
배송일자: 2025.01.03
유통기한: 2027.11.06; 2027.10.24

개인적으로 머릿결이 부드러워지는 것은 좋지만 헹구어내고 일상생활을 할 때 머리가 무거운 느낌이 들면서 너무 번들거리는 느낌을 정말 좋아하지 않는데
이 제품은 적당히 머리가 보드라우면서 무겁지 않고 개운한 느낌을 주는 것 같습니다
무엇보다 머릿결도 좋지만 저는 이 제품을 가장 좋아하는 이유는 자극적이지않고 은은하게 퍼지는 향이 너무 좋아서 입니다. 기존에 선물 받았던 제품은 바질향이었는데 이 향에 홀딱 반해 이 제품을 사용하게 되면서 이번엔 다른 향으로 주문을 해 보았습니다. 지극히 개인적으로는 선물 받았던 제품의 향이 조금 더 좋은 것 같은데 샌달우드 향을 좋아하는 분들이 더 많은 것 같아 보이네요
뭐든 개인 취향이겠지만 저는 두 가지 제품을 다 사용해보는 것도 좋다고 생각합니다. 이 제품을 한번 사게 되면 전혀 남기지 않고 끝까지 다 사용하실 수 있 을 거라는 확신이 있거든요. 헤어 제품 떠돌이로써 이 제품은 아주 만족하고 사용하고 있는 중입니다.

♡읽어주셔서 감사합니다!♡

☞제 리뷰가 도움이 되셨다면 도움이 돼요를 눌러주세요. 감사합니다!

오늘도 편안한 하루 되세요 (＾_＾)",상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루,True
50,"상품명: 샌달우드 인텐시브 3종 트라이얼 키트
주문일자: 2025.02.04
배송일자: 2025.02.06
유통기한: 2027.11.06; 2027.10.24

개인적으로 머릿결이 부드러워지는 것은 좋지만 헹구어내고 일상생활을 할 때 머리가 무거운 느낌이 들면서 너무 번들거리는 느낌을 정말 좋아하지 않는데
이 제품은 적당히 머리가 보드라우면서 무겁지 않고 개운한 느낌을 주는 것 같습니다
무엇보다 머릿결도 좋지만 저는 이 제품을 가장 좋아하는 이유는 자극적이지않고 은은하게 퍼지는 향이 너무 좋아서 입니다. 기존에 선물 받았던 제품은 바질향이었는데 이 향에 홀딱 반해 이 제품을 사용하게 되면서 이번엔 다른 향으로 주문을 해 보았습니다. 지극히 개인적으로는 선물 받았던 제품의 향이 조금 더 좋은 것 같은데 샌달우드 향을 좋아하는 분들이 더 많은 것 같아 보이네요
뭐든 개인 취향이겠지만 저는 두 가지 제품을 다 사용해보는 것도 좋다고 생각합니다. 이 제품을 한번 사게 되면 전혀 남기지 않고 끝까지 다 사용하실 수 있 을 거라는 확신이 있거든요. 헤어 제품 떠돌이로써 이 제품은 아주 만족하고 사용하고 있는 중입니다.

♡읽어주셔서 감사합니다!♡

☞제 리뷰가 도움이 되셨다면 도움이 돼요를 눌러주세요. 감사합니다!

오늘도 편안한 하루 되세요 (＾_＾)",상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루,True
41,"상품명: 샌달우드 인텐시브 3종 트라이얼 키트
주문일자: 2025.01.20
배송일자: 2025.01.24
유통기한: 2027.11.06; 2027.10.24

개인적으로 머릿결이 부드러워지는 것은 좋지만 헹구어내고 일상생활을 할 때 머리가 무거운 느낌이 들면서 너무 번들거리는 느낌을 정말 좋아하지 않는데
이 제품은 적당히 머리가 보드라우면서 무겁지 않고 개운한 느낌을 주는 것 같습니다
무엇보다 머릿결도 좋지만 저는 이 제품을 가장 좋아하는 이유는 자극적이지않고 은은하게 퍼지는 향이 너무 좋아서 입니다. 기존에 선물 받았던 제품은 바질향이었는데 이 향에 홀딱 반해 이 제품을 사용하게 되면서 이번엔 다른 향으로 주문을 해 보았습니다. 지극히 개인적으로는 선물 받았던 제품의 향이 조금 더 좋은 것 같은데 샌달우드 향을 좋아하는 분들이 더 많은 것 같아 보이네요
뭐든 개인 취향이겠지만 저는 두 가지 제품을 다 사용해보는 것도 좋다고 생각합니다. 이 제품을 한번 사게 되면 전혀 남기지 않고 끝까지 다 사용하실 수 있 을 거라는 확신이 있거든요. 헤어 제품 떠돌이로써 이 제품은 아주 만족하고 사용하고 있는 중입니다.

♡읽어주셔서 감사합니다!♡

☞제 리뷰가 도움이 되셨다면 도움이 돼요를 눌러주세요. 감사합니다!

오늘도 편안한 하루 되세요 (＾_＾)",상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루,True
58,"7l있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
3,배송도 빠르고 상품도 좋아요 향이 너무 좋아 재구매 하고 싶어요,빠르다,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
33,거품이 잘나고 향이너무 좋아요 롱테이크 고체향수로 같은 향기를 쓰다가 너무좋아서 구매했어요 우드향인텐시브샴푸를 샘플로 써보니 너무 부드럽고 향도좋고 세정도 잘되는거 같아 바로 여름에어울리는향으로 구매했네요 용량이작아 금방쓸거같지만 제품자체는 너무 만족스러워요 근데 바질향으로 트리트먼트는 왜없는건지....아쉽네요,거품 테이크 고체 향수 향기 우드 시브 샴푸 샘플 세정 여름 용량 자체 바질 트리트먼트,True
4,"샘플로 사용해보고 본품 사봤엉요
할인할때 산게 아니라서 비싸게 샀는데 이번에 할인해서 추가 구매를 해야하나 말아야하나 고민되네요
양도 적고 비싸서.ㅈ.ㅈ.근데 향은 괜찮은거 같고 오래가지는 않지만 뭐 무난하고 딱 무난한거 같아요
저렴하면 계속 사긴 할것 같은데 ..",샘플 사봤엉요 할인 비싸다 할인 추가 고민 비싸다 괜찮다 무난하다 저렴하다,True
7,롱테이크 제품 하나씩 사용하다보니 마음에 들어 신제품 나오면 구매하게 됩니다. 바질앤베티버 향 샴푸도 산뜻한 느낌으로 참 마음에 듭니다. 샌달우드도 그렇고 샴푸 사용후 향이 좋아 만족합니다. 두개 구매했는데 잘 사용할 것 같습니다.,테이크 바질앤베티버 샴푸 우드 샴푸,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
3,여름에 사용하기 좋은 향일거 같아 구매했어요,여름,True
3,퀄도 좋고 향도 조아요 다만 가격은 좀..,조아,True
67,"빠르게 잘 받았습니다.
잘 사용하겠습니다.",빠르다,True
-1,딸이 좋다고하네요. 좋은제품 감사해요,감사,True
-1,조아요 ~~~~~~~~~~~~~~~~~~~~~~~,조아,True
-1,조아요 ~~~~~~~~~~~~~~~~,조아,True
-1,조아요 ~~~~~~~~~~~~~~~~~~~~~,조아,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
59,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
3,"샴푸 양이 300미리라 생각보다는 금방 써요
그래도 향이 좋아서 재구매했어요",샴푸,True
34,향이 너무좋아요 잘받았습니다 감사합니다,감사,True
3,샴푸하고나면 개운하고 좋아요~~애들도 좋다고 하네요~~,샴푸,True
-1,조아요 ~~~~~~~~~~~~~~~~~~,조아,True
-1,조아요 ~~~~~~~~~~~~~~~~~~~~~~,조아,True
-1,조아요 ~~~~~~~~~~~~~~~~~,조아,True
69,"용량이 적어서 허거덩했지만 휴대하기 짱 좋아서 잘들고 댕기규 있어요잉
너무너무 좋습니다잉
추천합니다잉
최고에유우우
짱짱맨
향이 너무 좋아유..
고체향수라 샐 걱정도 없고 챱챱 바르면 완성이어라
다음에도 또 살래요 선물하기 좋음",용량 휴대 고체 향수 걱정 챱챱 완성 다음,True
80,"패키징사이즈가 작아서 보관하기도 좋네요~
헤어키트 제품 사용해보고 좋아서, 향수 키트도 구매했어요~!
샌달우드향이 너무 좋은데, 다른 향들도 궁금하던차에 새롭게 미니 사이즈의 키트로 출시되어서 구매했어요! 휴대하기에 사이즈 좋고, 가볍게 선물하기도 좋아요~~",패키징 사이즈 보관 헤어 키트 향수 키트 우드 미니 사이즈 키트 출시 휴대 사이즈,True
80,"패키징사이즈가 작아서 보관하기도 좋네요~
헤어키트 제품 사용해보고 좋아서, 향수 키트도 구매했어요~! 샌달우드향이 너무 좋은데, 다른 향들도 궁금하던차에 미니사이즈의 키트로 출시되어서 구매했어요!
휴대하기에 사이즈 좋고, 가볍게 선물하기도 좋아요~~",패키징 사이즈 보관 헤어 키트 향수 키트 우드 미니 사이즈 키트 출시 휴대 사이즈,True
